Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
1254,5.55,5.7511,6.2892,6.5549,9.6131,5.55,5.8007,9.9508,6.2815,5.5759
1255,8.9711,11.4192,11.1135,9.3505,5.5707,6.7495,10.2758,5.5635,5.9137,10.1937
1256,5.5794,5.5673,5.5572,5.5729,5.8401,9.6787,5.56,5.5627,10.2539,5.5715
1257,5.5718,10.0644,5.5846,5.727,9.991301,6.0744,5.6926,9.2006,6.5081,5.5658
1258,8.7217,5.5604,9.6041,8.8789,7.0063,10.8124,9.3417,5.5979,8.487201,9.0106
1259,5.5566,5.5719,5.5764,5.5689,9.2284,5.5768,5.5591,5.55,5.5961,6.1335
1260,5.581,10.7072,10.4458,5.5653,5.5703,5.5573,5.5832,9.162001,5.55,5.5576
1261,10.2315,5.9803,5.5653,10.0218,5.562,9.408299,9.4506,5.5685,9.489901,16.8591
1262,6.4428,10.7528,6.201,5.5777,10.3385,5.5794,6.1099,5.5857,18.2114,5.5889
1263,5.584,5.5613,9.9997,9.7482,5.7008,5.55,6.8274,9.469299,5.5669,8.833301
1264,9.6382,5.5947,5.5822,5.5976,6.3336,9.5346,9.233299,5.5642,9.9682,5.5587
1265,5.5712,9.855,5.8872,5.55,9.9055,5.55,5.5683,5.5752,10.5104,6.0411
1266,5.564,5.5664,8.693999,8.916,5.5723,6.3226,9.872499,9.7536,5.5959,9.1735
1267,8.468699,5.5681,5.5708,5.5668,5.5738,9.379001,5.733,5.5592,10.1163,5.5632
1268,5.5619,10.3343,5.5719,6.2352,9.5127,5.5695,5.5691,6.1754,5.5649,5.9885
1269,5.5609,6.3503,10.1829,10.4386,6.4398,10.5915,9.8581,10.5036,5.5696,11.5874
1270,10.2258,5.9055,5.5638,5.5559,17.0395,5.5762,5.55,5.5735,10.9085,5.8878
1271,5.5707,10.478,5.55,5.5696,5.5704,5.557,5.894,10.9388,5.5722,11.4005
1272,5.55,5.5876,10.4628,10.7999,9.1139,9.3195,9.598701,5.7415,5.561,6.8528
1273,9.574599,9.5001,5.5633,5.5858,5.5689,5.58,5.7521,5.6036,10.0269,9.567599
1274,6.7059,5.5565,10.4016,9.9684,5.8135,5.5899,5.55,10.5974,5.5788,5.5635
1275,10.5076,5.6038,5.5738,5.5698,9.3982,9.9768,11.0963,6.5545,10.6731,5.8265
1276,5.5661,9.2645,5.5581,6.5481,5.5601,5.5725,5.5608,8.9777,5.6049,10.0401
1277,5.5859,5.5653,16.7866,8.5068,5.8696,5.5591,9.964601,5.5746,5.7648,5.5606
1278,9.7952,6.2482,5.5667,5.576,10.8236,9.196899,5.5598,5.5804,10.0659,5.576
1279,5.5715,9.7942,9.849299,5.7142,5.5806,5.5616,5.5584,10.2881,5.5657,10.3392
1280,6.4375,5.5832,6.3661,10.0641,10.0403,5.5921,9.299299,5.5623,5.5697,5.5867
1281,9.3436,5.5577,9.723001,5.5576,5.5612,9.6061,5.55,6.3491,9.4389,5.55
1282,5.5782,9.4334,5.5767,5.55,5.5779,6.0162,5.9008,10.0471,5.561,9.6696
1283,5.5631,6.6428,5.55,10.4694,10.6564,9.2198,9.2183,5.5815,6.1622,6.8057
1284,10.5068,9.2783,9.9553,5.5766,5.5688,5.5738,5.55,5.5679,9.0667,10.2134
1285,5.9338,6.2218,5.5734,5.55,5.55,5.55,5.5747,9.626201,5.5669,5.5563
1286,10.2545,6.0824,5.5787,10.0325,8.8863,9.2114,9.8633,5.5634,5.6009,5.5702
1287,5.5872,10.4159,9.5667,5.5753,5.5739,5.5816,5.55,6.6707,9.6593,8.808399
1288,5.55,5.5644,5.569,21.53,5.6026,5.5587,5.55,9.339701,6.2643,5.577
1289,9.6882,5.563,5.5615,5.55,9.4173,9.2287,9.866899,5.5703,10.1051,5.5693
1290,5.5758,9.380799,9.4428,9.262501,6.1664,6.0647,5.5616,10.324,5.55,8.9609
1291,17.3914,5.5642,6.1767,9.0435,5.8123,6.9831,10.7079,5.7685,5.574,5.5722
1292,5.5714,5.5724,5.7675,9.8516,10.3654,10.2109,5.55,5.713,10.2035,5.55
1293,8.9574,9.1032,10.4699,5.5735,5.55,5.5713,6.0447,17.1257,5.5575,10.6171
1294,5.5736,5.5707,5.5702,10.4448,10.9701,5.5753,10.0496,5.58,5.5581,5.5625
1295,5.5659,5.5663,10.0271,5.5776,5.5737,9.6466,5.55,9.3091,11.1584,5.5909
1296,10.2461,9.7861,5.5687,5.55,5.5657,5.6016,5.5595,5.572,6.2608,9.217999
1297,5.5856,5.5823,5.5576,9.4347,10.1387,10.7882,10.4213,10.0444,9.7637,5.5785
1298,5.55,16.673,9.6029,5.586,5.5694,6.6262,5.55,5.5739,6.0457,5.5686
1299,9.5094,5.5788,5.55,5.55,5.5786,5.5663,5.5657,5.558,6.2394,9.381
1300,6.0601,9.1747,5.8896,9.1207,9.2246,10.3429,8.976999,8.5202,9.9531,6.9672
1301,5.5896,5.5866,17.0236,5.5808,5.5767,5.5571,5.55,5.6269,6.0124,8.7275
1302,9.2909,5.55,5.5735,5.5767,10.4313,5.573,5.5706,5.5677,6.2532,5.5807
1303,5.8563,9.2872,9.5913,9.4077,5.5797,9.4838,16.4908,16.9426,10.2484,6.1601
1304,5.5626,5.55,5.5846,5.5807,5.568,5.5594,5.5678,5.5771,6.4455,8.9842
1305,10.0599,5.573,9.8399,6.0904,8.936501,6.5338,8.202499,9.0518,10.044,5.845
1306,6.4358,10.1277,5.5748,8.3939,5.5671,9.2193,5.5678,5.5754,5.55,6.3414
1307,10.0002,5.5756,5.5686,5.5663,5.55,5.5772,10.1491,5.5643,5.5584,10.7802
1308,5.569,5.5675,9.9684,5.5624,10.0277,10.095,5.7177,9.463201,10.2725,5.5706
1309,5.561,9.3507,5.5641,8.438601,5.5614,5.5846,6.9629,5.5634,5.5572,5.5616
1310,8.4724,5.55,5.5627,5.5779,5.5574,5.55,9.4945,5.5795,5.566,8.9414
1311,5.5684,5.55,10.1006,5.5663,10.4102,9.0745,5.55,9.2824,9.9167,5.5654
1312,5.5757,8.8862,5.55,8.915401,5.5766,5.5822,5.55,5.5773,5.568,5.8423
1313,9.7236,5.9697,5.9407,5.567,5.5735,5.5661,10.8259,5.55,5.5614,16.4077
1314,5.9927,5.563,9.8483,6.2161,9.3898,8.931499,5.55,10.4365,10.7322,5.5589
1315,5.587,10.5694,5.5836,9.358701,5.5672,5.5601,11.2453,5.5727,5.8191,8.796599
1316,10.1664,5.5909,10.2526,5.5622,5.578,5.56,6.2648,10.0659,10.6187,5.5797
1317,5.5679,10.5342,5.5814,5.5814,10.355,9.7603,6.5552,5.5726,5.5597,9.554601
1318,5.5689,5.6314,5.5592,10.1607,5.5822,5.5946,10.8007,5.5631,6.6244,5.5771
1319,9.9498,5.9533,9.1,5.5756,10.287,5.55,6.9976,9.0689,9.625099,5.55
1320,6.0134,16.9734,5.5613,10.1625,5.9902,9.9689,9.3882,5.569,5.5715,9.177199
1321,9.7775,5.5811,5.5705,5.5678,5.5891,5.5919,5.55,5.8341,5.5572,5.5919
1322,5.55,8.8784,10.8328,5.5667,9.9167,5.5629,5.55,10.2528,9.689199,5.5664
1323,5.5837,6.3902,5.7129,9.203401,5.55,9.9967,22.571,5.5592,6.3917,9.2329
1324,9.2352,9.9627,5.5592,5.5675,5.55,5.574,5.5821,5.5778,10.1231,5.5623
1325,5.5842,6.6294,11.0183,5.5753,10.4602,5.5696,9.130899,8.9519,5.5758,5.6056
1326,5.9635,5.5643,5.5756,10.0676,6.294,9.098,8.5589,5.5679,5.5593,10.1366
1327,8.755,11.4446,10.2652,5.575,5.581,7.0004,10.6699,5.5776,10.0284,5.5745
1328,5.5633,5.5606,5.5789,5.5672,11.03,8.9992,6.678,9.7275,5.556,5.5604
1329,5.6703,11.1237,5.55,9.2032,5.9605,5.5689,10.0039,5.5697,5.5598,8.7303
1330,10.371,6.1703,22.9246,5.5857,10.7838,5.5672,6.7351,6.5686,11.275,5.5743
1331,5.9271,5.5731,5.55,5.55,5.5584,9.6017,9.7657,10.0351,5.5815,5.55
1332,5.6091,10.3882,9.3205,8.6031,5.8532,17.9671,5.5932,6.1388,9.8947,8.7692
1333,10.614,5.5771,8.3226,5.5778,9.143499,5.55,5.5646,9.6602,5.9433,6.4632
1334,5.5791,5.5745,10.825,5.5706,5.5828,9.854899,10.662,5.5588,6.4792,5.5685
1335,10.2639,9.2883,6.9592,10.281,10.6284,17.4022,5.55,6.6348,9.906301,9.9446
1336,5.5739,5.5715,9.0175,5.5576,5.561,5.5861,10.0028,9.2651,5.5817,5.5643
1337,5.5629,10.2713,5.582,5.5656,5.5726,8.304299,5.55,5.5637,5.55,9.768901
1338,9.414499,5.57,10.2184,10.6244,9.882999,5.5847,5.5865,5.8964,9.2905,5.5609
1339,5.5761,5.5596,5.5819,5.5839,5.5711,10.0403,9.0547,9.0457,5.5787,5.9666
1340,5.5571,8.8774,5.5628,10.0771,5.55,5.6599,5.55,5.655,5.55,9.9799
1341,9.7776,5.5694,9.909801,5.5747,9.9302,5.55,5.9915,5.8183,9.777,5.577
1342,5.5686,5.5681,5.5714,5.7572,5.7745,8.9569,9.1652,16.8859,5.5732,5.5913
1343,5.5605,10.0107,5.55,8.8886,5.8737,5.5679,5.55,5.5693,5.5605,9.0759
1344,9.750501,5.5777,9.4994,6.1703,11.4218,5.5602,5.6722,9.1291,9.197001,5.5818
1345,5.5767,5.5614,5.5715,5.5778,6.2709,10.4001,9.8571,6.6317,6.7391,5.556
1346,5.5678,9.353601,5.754,9.837601,9.894,5.5607,6.1479,8.9586,8.8487,9.9016
1347,9.2329,5.5689,10.1222,5.5676,5.5768,5.8648,6.4133,5.5647,6.5019,5.575
1348,5.8047,5.5588,5.9894,5.5894,5.5576,9.356999,9.2257,5.8969,5.5744,5.5657
1349,5.5742,16.293,5.5989,9.6434,9.8789,5.5799,5.55,8.7903,10.9714,9.7313
1350,10.459,5.5669,10.7376,5.5704,5.5786,5.5604,5.5666,5.5659,5.55,5.5818
1351,5.55,9.0967,5.5835,5.5659,5.55,9.083099,9.362201,5.5768,5.55,5.55
1352,10.4835,5.5631,9.9168,8.5071,9.5486,5.5767,5.5603,9.9034,9.145599,9.993401
1353,5.6055,5.574,5.571,5.5775,5.6484,5.9921,11.2622,5.5778,5.5805,6.4334
1354,5.55,10.4053,5.5715,5.5573,6.6994,9.5707,5.55,5.8261,5.5564,9.516
1355,9.6234,6.6601,9.304,8.9014,10.2547,6.9918,5.7934,9.4238,8.6551,5.5613
1356,5.7825,9.9388,5.5775,5.5728,6.6202,10.0406,9.755799,6.3737,5.5682,5.5803
1357,5.7367,5.55,5.55,5.5637,10.1444,5.5744,5.55,9.613299,5.5615,9.3901
1358,10.0643,5.9279,9.9258,9.113,5.5689,5.55,6.3922,6.5921,9.161699,5.9129
1359,5.5864,10.486,5.55,5.568,6.0314,9.3435,9.4811,5.5762,5.55,6.0348
1360,5.55,5.5636,5.5756,5.5707,9.2739,5.5613,5.55,10.1911,5.5725,10.2262
1361,9.560201,5.571,10.5537,8.310499,5.5676,5.5756,6.1665,5.9472,10.1522,5.5796
1362,5.5812,9.937,5.5768,5.5654,6.3283,10.7713,9.9276,6.4458,5.9717,5.55
1363,5.55,6.2784,10.9894,5.5573,9.152101,5.5707,6.4447,9.8362,10.1249,9.023499
1364,9.8433,9.602099,5.5758,9.4276,5.5901,9.322901,10.0671,5.5625,5.5617,5.5681
1365,6.3907,5.5577,5.5677,5.8003,10.5356,6.3214,5.5571,9.6576,5.9172,5.9117
1366,9.8687,6.6427,9.8914,5.5635,5.5623,5.571,5.5613,5.8986,9.966599,10.1156
1367,5.5737,9.4279,6.6408,16.2481,5.5778,10.6937,9.1449,6.2691,5.5618,5.5713
1368,5.5624,5.5633,5.5796,5.5864,9.7212,5.5618,5.55,9.287299,5.5672,10.4367
1369,9.3143,5.566,10.5294,9.7479,5.5788,5.9586,5.5741,5.8038,9.0655,5.5735
1370,5.5746,10.7565,5.5758,5.5658,5.55,10.1999,9.7123,7.1491,5.5797,6.308
1371,5.5624,5.5729,10.4669,10.412,9.4519,5.7593,5.55,9.855,5.55,8.4285
1372,9.205999,10.4988,6.2376,5.5702,6.3005,6.5499,5.8408,5.6505,8.380199,5.5616
1373,5.5706,5.55,5.6486,5.5641,5.8451,11.1497,9.1639,10.3944,5.55,5.5744
1374,5.5785,5.5792,10.9768,9.4551,9.608601,5.5668,5.55,5.5611,5.9055,10.1497
1375,9.899199,11.2378,5.8757,6.2061,5.5559,10.5809,5.5724,5.574,8.5006,6.0004
1376,5.5844,5.5691,7.3328,5.8098,5.5857,5.9328,9.2353,9.2605,5.5757,7.031
1377,5.5589,5.5608,8.866401,9.9523,9.5055,6.5023,5.55,5.576,6.2397,9.459599
1378,9.2669,10.129,5.5738,6.9009,5.5598,9.8909,5.5733,6.3883,9.1214,5.5718
1379,5.5669,5.5657,11.2548,8.6919,10.4806,5.5757,9.8747,10.3378,5.5569,10.4438
1380,5.5674,10.705,5.55,6.1089,5.5949,10.1466,7.3703,5.5619,5.5755,5.5764
1381,8.5941,17.2757,5.9868,5.564,6.5187,5.5875,9.1165,5.5786,9.1664,5.5649
1382,5.5605,5.55,9.7043,9.8702,8.5095,5.5564,5.5595,9.6373,5.5806,9.1943
1383,5.5579,9.847,5.8923,6.2174,5.5717,9.566401,5.7052,5.55,5.55,5.5737
1384,9.9468,9.356999,16.8143,5.5834,5.566,5.5779,9.8919,10.3853,16.1679,5.5627
1385,5.5615,10.3482,5.5822,10.547,9.947701,5.5692,5.55,5.5747,5.5784,10.1365
1386,10.3593,6.3973,9.2273,5.5903,5.5648,10.0913,6.3871,5.5605,8.8557,6.312
1387,5.5714,9.9479,5.5971,10.3841,5.5714,5.8848,9.1432,10.6794,6.818,5.5745
1388,5.9111,5.5794,5.55,5.6564,8.698,6.4943,5.5607,5.5622,9.100801,10.3705
1389,9.176399,9.9431,8.9336,5.5775,5.5666,9.896299,5.5563,6.2763,5.5758,6.5654
1390,5.6967,5.5723,5.564,10.2055,5.5684,6.3083,8.930901,9.3823,5.5641,9.0139
1391,5.5845,10.2015,5.5754,5.6316,9.494801,8.7711,5.55,5.5663,9.7336,5.5725
1392,9.5677,5.5625,9.2614,6.0244,6.5368,5.5729,5.9678,6.9219,5.6318,5.5584
1393,5.5716,6.3636,5.5751,9.501599,6.0446,5.5613,9.818299,9.1261,6.2311,9.9633
1394,5.9868,9.7963,5.9751,5.5631,9.7079,9.832999,6.445,6.9881,9.908,5.5763
1395,10.5408,5.7123,9.636,5.5884,5.575,5.5789,9.4893,9.1404,5.55,5.559
1396,5.5689,5.8009,5.5685,9.587399,10.0594,5.55,6.0161,5.5782,5.5721,9.215899
1397,5.5684,10.5213,5.5794,5.5831,5.5647,10.3939,5.5713,5.55,17.1127,5.5732
1398,9.105,5.5816,9.721299,9.6584,5.5717,5.5684,9.7845,10.9217,5.5738,5.7602
1399,6.794,10.4181,6.5879,5.5738,10.954,5.5807,5.55,5.7425,8.942901,9.5164
1400,9.137899,5.9465,9.083,5.55,6.1638,9.1122,5.7486,5.9826,5.5784,5.5591
1401,5.7359,6.1418,5.5629,8.7935,6.1278,5.5777,8.7645,10.6748,10.213,5.5907
1402,5.572,11.1183,5.5795,6.0189,10.1808,5.5603,5.55,6.4369,5.5777,9.9494
1403,10.1633,5.55,9.6284,6.4885,5.5862,8.4229,5.5673,9.8975,5.5622,5.5887
1404,5.58,6.2833,5.5811,10.1377,16.6897,5.5796,9.611199,5.5743,9.553,9.8546
1405,5.5591,9.8178,5.55,5.5695,5.5854,5.55,5.8063,5.55,5.5666,5.5816
1406,8.614799,5.5813,8.7384,5.9988,9.219399,10.5343,6.7861,10.7172,5.5607,5.55
1407,5.5592,9.7739,5.9508,9.699,5.5782,5.9823,8.554001,5.5692,9.742001,8.6215
1408,5.8684,5.7457,6.4705,5.57,5.5677,9.6293,5.561,5.55,5.5647,5.5854
1409,9.963201,5.5687,10.9662,5.57,8.9603,5.5795,10.8169,9.913301,5.5697,5.55
1410,5.5681,17.2446,5.5732,10.0087,5.613,5.5581,5.5615,5.5696,9.657001,9.5864
1411,5.9946,5.5653,5.5605,6.7852,6.5699,9.0207,5.8935,9.9799,5.5747,5.5739
1412,9.2736,8.988001,10.7155,8.6089,10.4302,5.5767,9.196699,5.5667,10.1277,5.55
1413,5.5761,5.5668,5.8204,5.57,5.5821,5.5602,5.8082,5.5573,5.574,8.9765
1414,5.5668,5.5831,16.974,5.5605,11.0357,8.72,5.5572,9.5794,5.699,6.0206
1415,9.3404,9.7383,5.5974,9.871301,5.5842,5.5765,10.4835,5.579,9.0294,5.8219
1416,5.8615,5.583,9.3232,5.5798,5.5693,5.5665,5.5641,5.6515,6.3287,9.7137
1417,5.5783,10.2269,5.6631,5.5914,10.0064,9.8275,5.5697,9.7658,6.6584,5.5718
1418,10.0043,5.5763,6.2819,10.5666,5.6241,5.5832,10.1635,5.55,9.0486,5.55
1419,5.5783,5.5782,10.4492,5.55,6.2206,5.5567,6.9116,5.5754,5.5777,10.0226
1420,11.0416,9.878,5.8058,5.5666,10.5848,9.454901,8.904901,9.6165,5.55,5.5701
1421,5.5742,5.5774,10.2458,9.700199,6.3181,5.55,5.55,5.5797,9.0001,5.5572
1422,5.5673,5.5571,5.5606,5.5723,9.273701,5.8323,5.9034,5.55,5.5758,8.8053
1423,9.8321,9.650499,6.0035,5.55,5.5782,9.0814,9.517099,9.8788,5.5731,5.5638
1424,5.5602,5.5735,9.2933,9.523499,5.5566,5.5742,5.55,5.572,9.468,5.5655
1425,5.5993,6.1656,5.5689,5.5793,10.7993,5.55,5.5624,5.563,5.5691,10.5991
1426,9.5859,9.3414,5.585,18.5237,5.6099,10.4293,9.7123,10.4953,5.55,6.4854
1427,6.0204,5.8636,9.1571,5.5595,6.4707,5.5621,6.3566,6.0782,9.8927,9.0264
1428,5.5847,5.5901,5.5646,8.4198,10.2628,5.5775,5.6639,9.964499,5.5614,5.5691
1429,22.4031,10.8012,5.5713,5.5635,5.9224,9.5462,10.9689,6.4265,5.5714,5.5627
1430,5.5605,6.9389,10.8282,5.5771,9.8128,6.87,5.5786,5.5761,9.498,10.4187
1431,8.3084,9.8967,6.0595,9.8222,5.55,9.8993,10.3122,10.2496,5.6132,5.5732
1432,8.6231,6.3768,10.2749,5.5718,5.7483,5.562,6.3238,5.5786,9.3182,5.5592
1433,10.9021,5.6265,5.581,5.5647,9.8819,5.5685,5.5676,5.55,5.9213,9.1742
1434,5.5835,10.4794,5.5665,8.5512,5.5752,8.8197,10.2469,10.1217,5.5736,5.5754
1435,9.76,5.59,9.3356,5.5808,5.5665,5.58,5.5556,5.5701,11.1465,5.55
1436,6.1796,10.6313,5.55,5.7115,9.2351,5.5591,6.6216,11.0788,5.5606,8.844501
1437,9.5956,5.5803,5.574,9.626801,5.5807,8.9818,9.479501,5.56,5.5649,5.5895
1438,5.5769,5.5694,9.7297,5.5733,5.5612,5.5837,5.55,6.0221,10.3701,5.55
1439,5.5588,9.5906,5.8283,5.5664,9.4628,5.6645,9.249,9.1753,5.5675,10.1692
1440,9.8508,5.5572,6.2253,8.409,5.55,8.8868,6.5422,6.3412,5.5679,5.5693
1441,5.7856,5.5963,10.8608,5.5827,5.5682,5.5751,5.5564,6.5414,9.424,5.776
1442,5.9773,9.8874,5.8629,5.5556,16.2953,5.55,11.0066,9.6419,6.3073,9.9709
1443,10.2853,5.567,10.3231,8.4807,5.576,10.1729,5.55,6.2304,8.845301,5.5803
1444,5.5772,6.497,5.5648,5.5649,9.0275,5.5657,5.5744,10.0353,5.7334,10.6305
1445,11.0219,8.492001,6.4841,5.5714,5.8073,5.5703,8.944099,6.0777,5.9095,5.5613
1446,5.5766,6.1374,10.3293,9.7145,10.9978,9.2391,6.1182,6.8851,10.0645,7.098
1447,5.5589,5.5827,6.5791,5.5788,5.5661,5.5755,5.5631,9.3211,5.5709,9.2849
1448,9.785501,10.2834,8.970599,5.5596,5.55,5.5613,10.3406,5.5645,5.5578,5.5727
1449,5.5768,5.5697,6.0509,8.9091,10.131,9.600699,5.5676,6.0663,10.2514,5.6367
1450,5.5625,9.8799,5.565,5.5777,5.579,5.5599,10.3103,8.7009,5.5668,9.1081
1451,9.1598,6.3121,16.7409,5.5711,5.5683,5.573,5.55,5.5597,5.55,5.5814
1452,5.5807,5.8137,5.5823,9.0193,9.4448,9.9759,5.8301,5.973,10.0234,5.5591
1453,5.55,11.2137,9.660701,5.5776,5.5833,5.5819,10.5328,9.1159,5.5771,22.0046
1454,8.8067,5.5604,6.3448,5.5681,6.051,9.8567,6.3829,5.6073,5.55,5.5747
1455,5.5722,10.9504,5.5722,9.7963,10.3784,5.5785,7.2755,9.8567,9.2043,9.2953
1456,5.5765,5.5607,10.5812,5.575,5.5681,5.5686,9.152599,5.5696,5.9623,8.3084
1457,9.4573,6.6937,5.5776,10.6459,10.3078,9.5928,5.5581,6.1233,5.5852,11.6372
1458,5.5776,9.2434,10.8065,6.3569,5.5781,5.5812,16.7979,9.551701,10.6811,5.5757
1459,5.5566,6.1769,6.1548,5.5665,5.5912,5.5646,5.5837,5.5947,7.0426,10.161
1460,8.700399,5.5994,6.3957,9.808201,9.4762,9.9048,8.9853,5.9594,9.3814,5.5731
1461,5.55,11.4674,23.6166,5.575,5.582,5.5711,5.55,10.452,5.5645,9.851999
1462,5.5813,5.5653,5.5609,5.566,5.5814,5.5605,5.55,5.5613,5.9475,5.571
1463,16.0215,10.2151,9.8243,9.208301,10.2455,10.3318,9.032101,5.5783,9.089499,5.5703
1464,5.5715,5.5918,8.2579,5.5713,5.5691,5.5747,6.3676,9.3025,6.1602,9.1053
1465,8.980499,5.55,10.5599,5.5605,5.5619,5.5677,5.5614,5.8721,5.5874,5.5701
1466,6.0825,9.4034,5.5795,8.900599,10.3763,8.9614,10.2738,5.8554,9.851501,5.7811
1467,9.929001,6.0085,9.9726,5.5752,5.5711,5.5666,5.5662,16.4182,5.5719,10.9297
1468,5.567,5.6914,5.5699,5.7566,9.8168,18.3441,10.2642,5.5847,10.6291,5.5839
1469,5.5756,10.1295,10.5988,8.8441,5.5745,5.5593,5.5596,9.1423,5.5629,10.8423
1470,8.9871,5.5738,5.5959,6.0382,5.5712,8.7758,5.5647,7.0364,6.3199,5.5798
1471,5.9142,5.5615,18.5896,5.7413,9.958,5.55,8.980801,10.0514,9.702,5.6033
1472,5.5802,9.6549,5.5987,16.2355,5.5647,5.5767,6.1121,5.5648,5.8788,9.419
1473,10.489,6.1177,11.3899,5.5929,5.6246,9.496799,5.5693,6.7633,5.5593,5.5709
1474,5.5772,11.1219,5.629,8.4997,9.9545,5.5752,10.7283,9.5358,9.9353,5.5652
1475,5.5573,5.5603,10.8724,6.571,6.0917,5.55,5.8274,5.58,5.9091,9.3011
1476,8.4621,5.5692,5.5754,8.9327,6.1855,9.767799,5.5676,10.1602,5.5643,5.5724
1477,5.9353,17.0487,5.5653,5.5584,10.4595,5.55,10.6852,5.5644,10.8296,5.55
1478,6.331,5.5777,10.4798,6.1455,6.1022,5.7186,5.5721,18.4179,5.6522,10.1564
1479,9.7061,17.0965,5.8146,9.566,9.3264,10.1892,11.0521,5.5648,10.0137,5.7141
1480,5.5771,5.5882,6.9133,5.5621,5.5567,5.5799,5.5566,8.8934,5.5621,6.5264
1481,10.6172,9.2877,10.2509,5.5769,5.5777,10.3317,6.0776,6.6744,5.5704,9.268701
1482,5.5602,6.6633,5.5825,8.8339,9.2666,5.5763,9.1614,7.7536,10.8442,5.5852
1483,5.5742,10.0414,9.8613,5.5778,5.6043,5.7295,5.55,8.0968,5.8821,10.8513
1484,8.9123,5.5936,5.5753,5.5773,5.587,9.4664,5.5808,5.5824,5.5702,5.5822
1485,5.5694,5.55,5.5581,9.1536,10.3745,5.5824,10.2056,5.5611,10.6942,5.5635
1486,5.5582,9.868,10.1515,5.5805,5.562,5.55,5.5631,9.5625,6.0389,9.070601
1487,8.840501,6.6856,5.592,5.55,5.689,9.831201,5.5565,5.573,9.8718,5.5705
1488,5.5896,9.2161,5.902,8.8167,9.6393,5.9801,9.115999,5.6191,6.3634,5.5557
1489,5.558,6.6377,9.5862,5.5821,5.5626,5.5775,5.55,9.8164,6.2394,9.2353
1490,10.2003,6.4271,5.5792,5.5557,5.5836,10.5847,5.5971,5.9475,9.5969,5.57
1491,5.5679,9.3393,9.7313,8.621901,9.9541,5.5679,9.602201,5.5792,6.9273,5.5713
1492,6.5081,5.5684,5.5734,6.0374,6.4662,9.6984,5.5666,9.7384,9.389899,8.5607
1493,8.579599,5.55,5.5684,5.5792,10.1159,5.5623,16.6394,5.5833,5.5787,5.5678
1494,5.5721,10.0799,9.4262,10.3983,5.7854,5.5751,5.5814,10.0742,5.55,5.5642
1495,6.0025,5.5965,5.5814,5.5784,6.2976,8.832,9.4167,6.0749,8.9147,9.5518
1496,9.047299,9.6659,5.55,9.590401,17.0919,5.7469,5.55,5.6095,5.55,5.55
1497,6.2059,5.5818,9.5129,5.5759,5.5897,5.5745,5.5711,11.0752,5.9415,5.8305
1498,6.0999,5.55,5.5751,5.5707,17.1322,11.0563,10.395,5.5623,9.7482,9.315701
1499,9.9828,9.7318,5.5602,9.1797,5.5843,5.5635,5.5786,5.5824,5.6232,5.5676
1500,5.5761,6.1905,9.7266,5.8446,9.1199,6.3917,5.55,9.1886,5.9763,6.0325
1501,10.4107,6.2067,5.5741,5.5644,6.0752,9.2971,9.1838,5.5678,10.4635,9.4906
1502,5.5665,11.1864,5.7926,9.611501,10.5679,5.575,5.5565,5.5741,5.578,6.3465
1503,5.571,5.8777,9.7105,5.5609,5.5772,5.5591,6.2009,16.9667,5.5614,9.5681
1504,9.4106,10.896,5.5657,5.5706,10.0184,9.1439,11.3843,5.582,9.588699,5.55
1505,5.5709,5.5878,5.5726,10.2824,5.5679,5.579,5.55,17.2175,5.5849,6.6649
1506,6.0005,5.55,9.4803,5.5604,5.6433,5.5595,17.4979,5.5747,16.8474,9.0003
1507,9.3308,9.404201,5.8048,5.8646,9.9112,10.384,5.5838,8.7717,5.5753,5.55
1508,5.6189,6.2644,5.7545,10.0629,5.5768,5.9811,9.052899,5.585,9.7166,5.5807
1509,6.3419,5.5589,10.3245,6.1151,5.5684,9.0218,6.4347,9.6333,5.5608,9.7383
1510,9.719501,10.4505,6.8598,5.8669,9.225101,5.5748,8.5622,6.3491,5.567,5.5799
1511,6.7838,18.0775,9.6696,10.2659,5.5783,5.5652,5.8446,9.56,10.018,5.55
1512,8.9079,5.5596,5.5742,5.5667,5.55,9.6202,5.5703,6.2692,5.5658,16.7353
1513,5.6201,10.048,5.55,10.9218,10.0774,5.5751,9.7444,5.5722,5.5719,5.6151
1514,5.5858,10.7949,9.8799,5.575,5.967,5.5607,5.5615,10.5311,9.6665,17.0604
1515,10.9516,6.917,5.5608,5.5636,5.5716,9.339,6.8749,5.5756,5.6231,5.5693
1516,5.5915,9.2374,5.5634,9.2502,10.6882,5.5857,10.0023,5.5709,10.2935,8.9622
1517,5.5594,5.5709,10.7774,5.55,5.5676,5.55,5.55,9.413501,5.5804,6.5964
1518,9.0686,10.5722,5.55,5.55,9.8613,9.8611,5.7537,6.0833,5.8237,10.043
1519,5.5782,5.9837,10.5506,9.0399,6.121,5.569,10.2514,5.6568,9.388101,5.8274
1520,5.5656,5.5685,5.5908,5.5652,6.6689,5.573,5.5663,10.2678,5.5775,5.57
1521,9.5165,10.4777,5.55,5.5825,9.3674,9.3995,10.1062,6.8689,5.5636,10.6798
1522,5.5678,5.5717,9.3196,9.0282,5.5716,5.5771,6.1799,9.317699,9.579599,5.5903
1523,5.5587,6.0187,5.5741,5.579,6.3728,5.5575,5.5747,5.5688,5.562,10.3623
