Frame,Static 1,Static 2,Static 3,Static 4,Static 5,No Static 1,No Static 2,No Static 3,No Static 4,No Static 5
2146,5.5653,5.5683,10.8499,5.5581,8.980801,9.2739,5.5694,5.55,5.5651,5.55
2147,5.5588,10.0149,5.55,5.7339,6.2808,5.5647,5.5712,8.823099,5.55,9.0287
2148,8.7852,5.55,5.5707,17.0815,5.7092,5.55,8.9466,10.9831,9.1068,5.5598
2149,5.5651,5.55,10.2092,5.6417,10.71,9.7401,6.0385,6.2277,5.565,5.6599
2150,5.55,9.5168,5.5561,11.1257,6.5929,5.5618,5.55,9.542601,5.8474,9.2516
2151,8.3801,5.5863,5.9007,5.5607,9.3939,5.6811,10.0242,5.5629,9.4618,5.5575
2152,5.5663,5.9325,9.7344,9.9203,5.5594,10.0144,5.5729,5.5667,7.1784,9.773
2153,5.55,9.9929,6.6049,5.5632,5.5723,6.4069,5.5672,9.379001,8.6466,5.5588
2154,9.1511,5.55,5.5695,5.5631,9.3173,9.6393,10.4831,5.5665,5.5587,5.5757
2155,6.1218,10.0827,10.2369,8.9479,5.5661,5.5629,5.5657,5.5564,6.3163,8.7382
2156,5.579,6.0702,5.5798,5.5685,6.2447,17.2995,10.4242,8.7697,9.7034,5.5623
2157,10.4605,5.8461,10.0518,5.5645,9.1984,5.5788,5.5724,5.5675,5.5565,5.55
2158,5.55,10.5302,5.5586,9.0603,5.55,8.1234,6.1896,5.5645,5.7483,9.4144
2159,5.5848,6.2781,5.5605,5.5629,6.7066,5.5574,8.5979,8.8154,9.287499,5.5633
2160,8.8426,6.4708,10.0751,5.5701,9.336801,5.5566,5.5598,5.5627,5.5657,5.5648
2161,5.5649,9.9158,5.5582,9.0959,5.55,5.5614,5.5759,5.55,5.5616,9.335899
2162,5.55,5.5809,5.6849,5.5612,6.4325,9.1738,9.943501,10.4146,9.1632,5.5644
2163,9.5118,9.7008,10.5836,5.5631,9.3005,5.5614,5.5714,5.7683,5.563,5.55
2164,5.55,5.5646,6.8787,9.0309,7.3783,5.5694,5.5807,9.963,5.5578,9.590899
2165,5.5596,5.5629,9.9603,5.55,9.4783,9.9665,10.2853,5.9906,8.737901,6.0862
2166,9.2683,9.2694,5.5697,5.5654,5.5664,5.5765,5.55,6.3075,5.5671,5.5619
2167,5.55,5.5686,5.55,9.3401,5.55,10.5896,5.5663,9.9964,5.5637,10.4115
2168,5.6704,5.5594,10.7567,5.5583,10.0292,5.55,16.434,5.55,9.132601,6.3164
2169,9.2982,9.5997,5.55,5.5594,5.5606,5.5723,5.5787,6.3101,5.8026,5.5643
2170,5.568,6.0026,5.5594,8.8797,5.5694,9.175,8.3629,9.6878,6.0393,10.1249
2171,9.7043,5.5711,11.2857,5.5557,9.221601,6.037,6.9952,5.5605,10.3048,5.5646
2172,5.55,10.2965,5.9175,5.5686,5.5648,6.2341,8.9713,10.6557,6.2774,9.471
2173,5.55,6.1794,10.9435,9.2985,5.558,9.9067,6.3224,6.3832,9.1258,5.5581
2174,10.1785,9.3921,5.55,5.5562,9.2337,5.5618,5.55,5.6914,6.4174,5.567
2175,6.1556,5.5644,6.5293,5.5719,5.5604,5.5718,9.655601,9.619499,5.5678,9.2156
2176,5.584,17.786,10.288,8.583899,5.9058,8.9252,5.5743,5.9417,9.6334,5.5851
2177,10.6606,5.55,5.8759,6.1571,9.8688,5.5624,5.5568,6.289,5.5579,5.5917
2178,6.1147,5.5716,10.3528,5.566,5.5802,5.55,8.5198,8.8518,5.5692,10.1335
2179,5.564,8.1503,6.1802,10.1321,10.3603,8.336,5.5781,6.4015,9.7599,5.5667
2180,9.4302,6.4685,5.5677,5.5792,5.563,5.5574,5.5633,5.5655,5.55,5.55
2181,6.7637,5.5745,16.8862,9.8301,5.5681,5.5694,8.9122,10.1454,5.5768,10.2662
2182,9.0782,10.1126,5.5995,5.983,8.573999,9.697,5.5626,6.3613,9.741899,5.55
2183,5.6718,6.9131,8.1876,5.6604,5.5667,5.5632,6.2685,10.4143,6.3796,5.5783
2184,5.5745,9.0642,6.4175,9.7838,5.5591,5.5631,8.7442,5.55,9.5146,9.6703
2185,10.1428,6.3971,5.5843,6.1044,9.434401,9.2278,5.5682,5.5789,5.5749,5.8028
2186,5.5604,5.5613,10.3054,5.5682,5.5608,6.5414,5.5711,9.5682,5.55,9.317101
2187,5.55,11.0417,5.5677,9.4742,5.9162,10.1517,9.372499,5.5644,10.1865,5.556
2188,9.0771,5.5579,10.6476,5.55,9.776,5.55,5.5578,5.5692,5.55,5.5592
2189,5.5627,5.564,5.8332,5.8462,5.5605,5.55,6.0053,9.6191,5.5751,9.8145
2190,5.5722,10.2741,5.5704,8.9962,5.55,9.988,10.0077,5.55,10.3374,5.5607
2191,8.5621,5.5659,10.2948,5.5646,9.2789,5.5664,7.0382,16.5702,5.5685,5.5638
2192,5.5608,10.1804,5.5597,5.5645,5.5583,5.5627,9.8692,5.5914,5.55,8.792
2193,5.5607,5.5703,5.55,8.9626,5.5647,8.5477,5.8962,8.2586,8.9171,5.5659
2194,9.4589,5.5603,9.270801,5.5586,9.2928,5.55,5.8625,5.6637,5.9187,5.55
2195,5.8088,9.6422,5.5666,5.581,5.5642,5.5697,10.7433,5.5766,5.5638,10.159
2196,5.5782,5.5686,5.5595,8.9811,5.5717,9.1239,6.2692,9.9738,9.932,5.578
2197,10.2043,5.55,9.6002,5.5568,9.020101,5.5611,9.7847,5.5618,5.8763,5.55
2198,5.5656,9.6082,5.8007,5.55,6.2496,5.5654,5.5753,5.5793,10.6779,10.1972
2199,5.5582,5.6475,10.6496,9.1492,6.7679,8.418,5.5655,9.292701,5.55,5.5744
2200,9.0147,5.5853,6.237,5.5639,9.888101,5.5628,9.4323,6.4254,6.6534,6.1101
2201,5.5563,10.0388,5.5652,5.5631,5.5719,5.568,6.2417,6.7048,9.8658,8.9136
2202,5.55,5.5583,10.1993,16.1999,10.3259,9.04,5.5787,9.8055,5.55,5.5633
2203,9.6391,5.5661,6.1756,5.5803,5.55,5.5591,11.2476,5.5751,5.576,5.55
2204,5.5727,9.141701,6.2465,8.273,5.5659,5.5682,5.5704,10.469,9.615999,9.580999
2205,10.2105,5.5677,9.918301,5.55,10.112,9.2253,6.2739,5.5622,5.5641,5.5776
2206,5.8939,5.5567,6.2323,9.966599,5.55,5.5644,9.8286,5.55,5.55,10.6705
2207,5.5708,9.6959,9.8913,5.5651,5.5664,5.5686,5.562,10.2597,10.2113,5.5574
2208,9.2555,5.5611,6.2127,5.5653,21.873,8.708,9.0793,6.0492,6.2111,5.55
2209,5.8909,10.8953,6.4847,9.0642,5.5678,5.5679,5.5662,5.5745,9.4129,9.187901
2210,6.2951,6.0598,9.3426,5.9592,8.675799,5.5633,6.3095,9.812201,6.0212,5.5624
2211,8.531301,5.5872,5.5652,5.5724,8.3794,9.632401,9.4964,5.5659,5.5682,5.5662
2212,5.5598,10.6956,5.6685,10.5302,10.2076,6.1214,5.5723,5.5786,22.4647,9.0324
2213,5.5599,5.5633,9.341,5.55,6.5351,6.8064,5.5588,9.2477,5.585,6.2007
2214,9.2028,5.5779,5.5696,5.5751,9.781899,8.376499,10.8277,5.55,8.0355,5.5682
2215,5.9109,9.888901,10.1288,9.0632,6.3856,5.5673,5.5597,5.5731,7.6952,10.315
2216,5.5711,5.5744,5.556,5.5647,9.1001,5.5842,5.9999,9.8592,10.5876,5.55
2217,9.3773,16.585,5.571,5.5871,5.5713,9.2712,8.790999,6.6953,6.3032,5.55
2218,5.5668,5.5988,9.454101,8.8735,5.7589,6.8425,6.0097,9.1202,9.687,8.4223
2219,5.5578,8.3981,5.5656,5.5615,9.9911,9.7445,6.3852,5.5663,5.871,6.0895
2220,9.1804,6.2149,5.5561,5.6202,6.0705,5.5704,9.5717,5.5629,6.4481,5.5632
2221,6.1145,6.2991,10.0364,9.1094,6.5478,6.3825,6.2847,9.1595,9.2055,10.1544
2222,5.5635,10.2869,5.55,5.5609,9.527901,9.4213,9.6229,5.5635,5.5785,6.538
2223,9.709499,5.6991,6.1704,5.5659,5.5789,5.5558,5.5768,5.5861,9.649699,9.7754
2224,5.5797,5.5797,9.6436,8.6108,9.978399,5.5571,5.5787,8.6965,5.9239,5.6823
2225,9.7184,9.786799,5.5624,5.5679,6.1061,10.2986,8.9811,5.9114,5.9821,6.532
2226,5.5615,6.7267,5.55,5.5739,5.5949,5.5613,5.9485,5.8868,10.9537,10.434
2227,5.5846,10.0156,10.6622,8.7853,10.2677,5.5647,7.7116,10.1893,5.55,5.55
2228,8.9323,5.55,6.565,5.96,5.5633,10.1555,8.625,6.2409,6.0747,5.5749
2229,5.5641,5.5722,9.9259,6.4532,5.5998,6.2774,5.5817,5.9678,9.8353,9.906199
2230,5.5669,9.9859,5.55,9.4124,8.8731,8.8765,10.1385,10.6264,5.5792,5.5726
2231,8.5932,5.5665,6.0603,5.5638,5.5666,5.9549,6.0106,5.5782,5.5746,10.2501
2232,5.9365,5.5595,9.717299,10.4897,5.5564,5.5751,6.7159,10.5589,9.8013,6.013
2233,6.3273,9.7433,5.55,6.0892,9.3391,9.846,8.653899,5.775,5.5774,5.8412
2234,9.605101,5.5557,5.8625,5.5616,5.5679,5.5649,5.55,5.5783,10.0023,9.7386
2235,5.5655,5.5599,9.7355,9.8003,5.5577,5.5646,6.3938,9.757,5.5718,5.55
2236,5.5628,9.568399,5.5627,5.5558,10.03,9.365499,10.2741,5.5675,5.5599,5.5729
2237,8.8114,6.669,5.561,5.5786,5.9252,5.5618,5.5637,5.55,9.318601,10.8015
2238,5.55,9.2607,9.5182,9.3512,7.4102,5.603,5.5829,9.323899,5.5734,5.8236
2239,5.5689,6.0672,5.5659,5.5584,9.650499,8.806499,9.8187,5.7481,5.7175,5.5584
2240,9.0738,5.5656,10.1656,5.5581,6.5652,5.5659,6.467,6.4416,9.3442,10.1446
2241,5.561,10.2608,5.5639,9.583099,10.5432,5.5582,9.0055,9.3126,5.5709,5.8886
2242,5.5614,5.558,5.5754,5.5643,5.8156,9.017401,6.491,5.55,5.55,10.1877
2243,9.1412,5.55,10.2251,5.5631,6.3559,5.6635,5.5799,10.7213,9.2129,5.5651
2244,5.7777,9.7073,5.5591,9.8447,9.7774,5.5724,10.0764,5.9969,5.6953,5.5697
2245,6.1041,5.55,5.55,6.8043,5.5754,16.218,5.5742,5.5708,7.3708,8.809999
2246,10.4897,5.5568,9.694901,10.4073,10.4938,5.6033,6.0145,9.9884,9.4874,5.568
2247,5.5704,9.3348,5.5561,5.5631,5.5685,8.1122,11.3193,5.5626,5.5868,5.55
2248,9.740299,5.5622,5.5607,5.58,6.0167,5.55,6.6305,5.5646,10.203,10.2052
2249,5.562,5.5688,10.0001,8.7264,9.6662,5.5715,9.0281,9.653399,6.0867,5.556
2250,5.559,9.272799,5.55,5.6548,5.6492,9.3749,5.5741,5.5645,5.5737,5.7059
2251,8.7302,5.5577,5.5715,5.5687,5.5824,5.5615,6.1762,5.8046,9.6718,9.4508
2252,5.5593,6.3752,9.9661,10.0357,10.1129,5.5693,8.4136,9.2007,5.9567,6.2636
2253,5.55,8.9604,5.557,5.5682,5.7998,9.4739,6.4596,5.562,5.5702,5.5682
2254,9.549001,5.5578,10.8223,5.585,10.9656,5.5689,5.5792,5.5618,10.4953,10.2663
2255,16.7826,10.9949,5.55,8.5665,5.55,9.7632,10.6043,9.0307,5.5628,5.5636
2256,5.5704,5.569,5.5669,5.5663,5.9842,5.9005,5.5773,6.1947,5.5638,9.9156
2257,8.8679,5.5624,9.1081,5.579,9.8357,7.013,6.5235,9.6894,9.4751,5.9151
2258,7.352,9.6731,5.5777,20.3022,6.2092,9.825601,10.4288,6.2885,5.7421,6.3712
2259,10.4207,6.4376,5.55,5.5688,7.2892,5.56,6.488,5.5689,6.9478,9.8209
2260,5.5646,5.7447,9.2278,8.156799,9.2776,5.5728,9.312201,10.153,7.947299,5.6245
2261,9.9318,10.0997,5.5632,8.489901,5.5796,8.8586,5.5584,5.5698,6.1192,6.4819
2262,5.5723,5.5639,5.55,10.3577,10.47,5.556,5.55,5.55,10.1653,10.3079
2263,9.1807,10.3437,9.7227,6.6212,5.5709,5.5899,22.3351,10.0839,5.55,6.1563
2264,5.5667,5.5646,5.55,9.3776,5.5655,9.9531,5.5661,5.55,5.5762,10.4683
2265,5.5641,5.55,5.5602,5.9581,9.157001,5.55,9.2584,6.0362,9.4038,5.5566
2266,9.3767,9.6762,16.3338,5.6309,5.5699,5.6328,8.0926,9.1865,5.8907,5.5655
2267,5.5632,5.5719,5.5889,10.3034,5.55,9.956,10.9055,5.5565,6.8075,22.1979
2268,5.5987,5.55,8.2796,5.5722,10.1894,5.5648,5.5753,5.7584,8.7988,5.5606
2269,10.1643,9.533501,5.5692,9.6989,6.1478,9.681801,10.9337,9.0635,5.55,9.3267
2270,5.55,5.5669,5.5631,5.8976,5.5577,5.5635,6.7971,5.579,5.5786,7.8541
2271,5.5989,5.5647,8.9528,5.5589,10.9151,5.5682,9.3658,10.5247,9.1187,10.0183
2272,9.5464,9.532599,5.5914,10.4001,5.6902,9.812,6.1282,5.55,5.55,5.5668
2273,5.7771,6.2846,5.55,5.5604,9.9404,5.55,5.5684,5.5873,6.8503,9.6346
2274,6.1548,5.7844,9.8313,5.55,5.5636,5.8348,9.8538,10.2342,8.2084,5.565
2275,9.127001,16.3158,5.5625,9.5988,5.559,8.9614,5.8555,5.5868,5.5603,5.55
2276,5.5613,5.583,10.402,5.5637,9.9104,5.9677,5.5902,5.8185,5.55,10.6861
2277,5.5602,9.3005,6.3992,5.6613,5.5568,5.5734,10.0248,9.401,10.0748,5.5646
2278,9.053,5.5814,5.5689,9.2086,6.1338,10.8906,5.576,5.5562,6.7784,9.9845
2279,5.5563,11.3388,10.5978,5.5671,9.7563,5.55,9.9767,5.5822,7.6851,5.5669
2280,5.5675,5.5653,6.2384,5.55,6.0563,5.5785,5.5723,16.7675,5.5653,5.5796
2281,9.011499,5.5702,5.572,9.1246,5.7092,10.7922,5.5675,5.5815,5.5627,8.8901
2282,5.5663,9.0077,10.4301,5.5829,10.0487,5.8639,8.8715,7.9341,8.3518,5.5568
2283,5.5745,5.5651,5.7822,5.55,7.6119,10.1649,5.5816,5.5767,5.55,5.7244
2284,9.0402,5.5796,10.3817,9.305099,9.5162,5.5634,5.5655,10.2794,6.1104,10.7338
2285,5.5595,9.2267,6.1111,5.5584,5.5783,6.2617,10.141,5.9797,9.7307,5.55
2286,5.5844,5.5711,5.5746,5.5707,5.55,9.8592,5.568,5.5576,5.5587,5.5746
2287,8.836801,5.7887,10.1938,8.1886,9.2659,5.55,5.578,9.9292,5.5641,9.6076
2288,5.5617,9.4738,6.0439,5.55,6.1931,6.3717,9.787,6.1727,9.0467,5.566
2289,5.5564,6.003,5.5586,5.7417,5.6794,8.9762,5.5729,6.0373,5.5638,5.5577
2290,9.261,5.5656,11.0286,10.0583,10.6732,5.563,5.55,10.9053,5.5752,8.979699
2291,5.5658,10.0257,6.3324,5.5648,6.5437,5.5656,16.3893,5.9969,8.4713,5.7857
2292,5.5621,5.5687,9.6011,5.55,10.0401,9.759601,5.584,9.6314,5.5608,5.5699
2293,8.8256,10.5985,5.55,9.5014,5.8072,5.7162,10.4976,5.5624,5.5629,9.8006
2294,6.0466,5.5624,5.6115,6.2819,5.7064,17.0083,6.4524,5.5634,9.9393,5.5729
2295,6.441,5.5644,9.8331,9.6071,10.7424,5.5749,10.3341,10.2877,5.5569,9.5088
2296,8.790501,9.6455,5.5685,5.5575,5.55,8.288,6.1198,5.6607,5.764,5.5601
2297,5.7628,5.5619,5.55,5.5722,10.3813,5.5651,5.5751,5.5828,8.902801,5.571
2298,9.9807,5.8267,9.6416,9.1112,5.5697,5.55,10.4788,10.158,5.5625,8.252001
2299,5.5566,10.1877,6.1095,5.5612,5.5662,9.5892,5.55,5.5563,5.5685,5.8929
2300,5.6124,5.5585,6.3235,5.5828,9.899199,5.724,11.9343,5.7796,8.8422,5.5716
2301,10.1265,5.9419,10.4916,8.9147,5.55,5.575,5.55,9.3307,5.5647,16.6858
2302,5.5607,8.838799,5.5644,5.5589,5.9583,9.7987,5.574,5.5561,5.55,5.6012
2303,5.5627,5.55,9.7205,5.5752,10.2342,5.5801,10.5711,5.5743,9.7235,8.935901
2304,10.1579,11.1829,5.5579,8.431601,5.5645,5.55,5.5756,9.3672,5.5654,5.57
2305,5.8102,5.8798,5.5678,5.563,5.5666,7.8543,11.6992,5.8634,5.5656,5.55
2306,5.7721,5.5736,10.1985,5.5729,9.3702,5.5621,5.55,9.9394,9.290999,10.1369
2307,9.3966,10.516,5.5882,8.9994,5.5743,5.5729,5.5709,5.7532,5.562,5.55
2308,5.579,5.9343,5.55,5.5631,5.55,9.684501,10.6377,6.353,5.55,7.4484
2309,10.1945,5.5765,10.1181,5.5781,9.565001,5.5703,6.121,9.258801,9.4747,9.4563
2310,5.55,22.7239,5.5611,8.7791,5.8616,5.55,7.3542,5.5667,5.5713,5.55
2311,6.02,5.5624,10.5051,5.5654,11.063,7.972,9.071899,5.561,5.602,9.790799
2312,9.5582,8.7521,5.55,5.5752,5.5633,5.5659,6.404,10.0418,9.0132,5.5706
2313,5.5579,7.0764,5.55,9.050301,5.55,5.55,10.2293,5.5616,5.5625,5.5566
2314,5.565,11.5098,11.2394,5.5712,8.5455,8.7974,5.902,5.564,5.55,10.2213
2315,9.1378,5.5788,5.5603,5.6196,5.5566,5.5612,6.9875,9.7197,10.683,5.55
2316,5.5562,10.1508,5.5611,9.588301,5.5699,5.55,9.1603,6.3095,6.2202,5.571
2317,5.5803,6.774,10.4214,5.5601,9.7668,8.099899,7.3022,6.5625,9.0411,10.0616
2318,9.0282,9.5626,6.7503,5.55,5.5682,5.5676,8.8799,8.9866,5.5688,5.5691
2319,6.1463,5.7857,9.8946,9.0781,5.5673,5.55,5.5714,6.2841,5.5561,5.55
2320,6.5758,6.0842,5.9805,5.5652,9.5229,9.9131,5.5572,9.1167,9.0547,9.9846
2321,9.8052,10.1587,5.563,5.5595,5.5717,5.5685,10.0569,6.3542,5.5659,5.5774
2322,6.2348,6.3617,10.1582,9.4287,5.55,5.5917,5.5661,5.5731,5.5617,10.6744
2323,9.2051,5.5769,5.5582,5.5696,8.4718,9.0868,5.5711,10.1826,9.5549,5.7642
2324,5.5568,10.4271,5.5623,5.5642,5.5592,5.5664,11.2473,5.5646,5.5674,6.6106
2325,5.55,5.5745,10.1565,8.4246,5.5619,5.55,6.4813,5.8122,5.5628,9.715899
2326,9.4684,10.463,5.5572,5.5583,8.961499,9.722,8.5206,8.619801,9.8758,5.5594
2327,5.5643,5.55,5.5652,5.55,5.8635,5.5649,5.55,6.4658,5.9411,5.5806
2328,5.5601,5.5675,10.2454,10.3239,5.8181,5.55,5.578,6.1479,6.3762,10.0537
2329,9.1385,10.4226,5.55,5.6745,9.897699,9.6129,9.9628,9.1549,10.3116,5.5558
2330,5.5624,5.5702,10.9282,5.5798,5.5639,5.5794,6.4303,5.5692,5.8113,5.8944
2331,5.5736,5.9675,5.5575,9.7201,5.5698,10.3181,6.4844,9.4627,10.8524,11.1109
2332,8.2463,9.5715,5.55,5.5698,9.4988,6.0948,9.739499,5.5617,5.5634,5.5655
2333,5.6095,5.5603,9.788899,5.5754,5.581,5.5693,5.559,5.5694,5.55,9.7038
2334,5.55,10.2502,5.5621,8.6054,10.8781,9.9489,5.9915,9.5789,8.6579,5.5631
2335,10.3443,5.56,5.55,5.5654,5.6839,5.586,8.3922,5.557,5.55,5.55
2336,5.558,5.5617,9.322701,5.5665,5.5766,5.55,5.562,5.6982,5.5712,9.6761
2337,5.5652,8.6944,5.6792,8.8175,11.2725,8.108399,5.9785,10.0092,10.2349,5.5586
2338,9.1165,6.0181,6.0449,5.5578,5.5571,5.5631,10.2516,5.9506,5.6403,5.5673
2339,5.5721,5.5562,11.0837,5.55,5.5611,5.5676,5.5725,5.5571,5.8575,9.9252
2340,5.55,10.1034,5.5659,9.7679,9.4798,9.1511,9.803599,10.5138,9.8882,5.5617
2341,9.5491,5.5685,10.1287,5.5713,6.1431,5.5585,5.5655,5.5668,5.5686,5.5577
2342,5.5657,5.5616,5.5562,10.9119,5.5817,5.5966,5.5828,6.1832,5.6299,8.793
2343,5.5689,9.8118,5.5607,5.55,10.3547,9.7704,8.9399,10.2914,9.4374,5.5605
2344,9.8375,6.0814,9.0894,5.5695,5.8547,5.5579,5.6345,6.7207,6.567,5.5585
2345,6.3796,6.0696,5.9698,10.7032,9.6594,5.5723,6.3931,9.1805,10.2909,9.1774
2346,5.6381,10.3902,5.5673,5.5644,5.55,9.1258,9.178499,6.2271,5.5694,5.5589
2347,10.636,5.5619,9.8778,5.55,5.5787,5.567,5.55,5.5846,5.9258,5.5566
2348,6.8117,10.332,5.5578,9.811501,9.4996,5.5761,5.5877,9.6171,10.0281,9.6848
2349,9.5079,5.5599,5.572,5.5601,5.5646,8.9763,9.521701,6.1843,5.5656,5.5643
2350,5.5921,5.5606,10.2112,5.55,5.5869,5.5733,5.9342,5.572,6.1951,10.663
2351,5.5677,9.4355,5.5601,9.2831,9.2016,5.55,5.5758,10.2544,9.1204,5.5762
2352,10.206,5.55,10.4375,5.5745,5.5656,9.3586,10.5161,6.3156,17.3716,5.5796
2353,5.5662,5.5591,5.6342,9.5786,5.6674,5.5967,5.5745,9.259001,5.5996,9.406301
2354,5.55,10.3869,5.5732,5.5632,9.3128,5.55,9.8551,5.55,8.4807,5.5659
2355,9.3068,5.55,10.1866,5.55,5.5738,10.1504,6.0476,5.5861,11.0199,5.6413
2356,5.5677,5.5689,5.5668,9.4052,5.55,5.5615,5.5736,8.8224,6.6745,9.0595
2357,5.5901,9.5014,5.5659,5.55,8.5625,10.2984,11.0753,5.5675,9.6058,5.55
2358,9.7155,5.581,16.9215,5.5751,5.55,5.55,5.5735,5.55,5.55,5.5734
2359,5.5725,10.7202,5.5849,9.908,5.5798,6.5859,6.5164,10.111,5.5585,10.7878
2360,9.775499,5.5615,11.1576,5.5599,9.4665,9.040401,9.3468,5.55,9.495399,5.55
2361,5.55,5.5682,5.5666,5.5598,5.5619,6.1834,5.5798,5.5609,5.5674,5.5666
2362,5.5657,16.9118,10.5095,9.5099,5.5593,5.6909,5.5678,9.9001,5.5636,9.7125
2363,8.6938,5.6011,5.5565,5.5564,9.751499,10.7228,9.0275,6.0577,9.3577,6.4921
2364,5.5641,11.1999,5.5768,5.5784,6.369,5.55,5.5664,5.9119,5.5666,9.2735
2365,5.5659,6.4808,9.5528,9.8145,6.6584,5.5706,5.5739,10.1043,5.55,5.55
2366,9.0568,9.625,5.55,6.0868,9.567,10.5069,9.2655,5.5832,8.854,5.5817
2367,5.55,5.5584,5.55,5.5699,5.5833,5.7096,6.6121,9.915299,5.5685,9.7727
2368,5.5737,6.2991,11.4042,9.8815,10.4325,11.0511,9.046,5.9933,5.55,5.5634
2369,10.2099,9.0588,6.8645,6.0595,6.2953,5.9361,6.1207,6.243,10.1919,5.5587
2370,5.5659,5.5583,10.3592,5.5707,5.5626,5.5662,5.5654,10.4961,5.5873,8.879999
2371,5.5673,5.7945,5.5593,10.31,9.9445,9.866099,10.3344,5.55,9.48,5.566
2372,9.170199,9.7747,5.5724,6.5064,5.5743,6.3128,6.3092,6.5352,5.5611,5.8787
2373,5.5619,5.5644,9.9185,9.429399,10.1289,5.5687,5.5803,9.5396,5.5767,8.2825
2374,5.569,5.643,5.5584,5.55,5.9652,10.5117,10.475,5.55,9.004499,5.5659
2375,8.5233,9.6935,10.1096,5.5739,6.1274,5.5739,5.5744,10.5118,5.5636,5.5573
2376,6.4815,5.5625,6.3225,9.662001,9.7217,10.4152,9.9742,5.55,5.6676,8.818
2377,5.5704,10.6453,5.5698,5.9668,5.5858,5.56,5.5726,6.0411,9.127399,5.565
2378,9.933801,5.9793,10.7044,5.7765,5.55,5.5811,5.5718,10.9664,6.0272,5.55
2379,6.0608,5.7002,5.5563,10.0857,9.6635,8.6588,9.6243,5.9638,5.5797,9.3453
2380,5.5761,11.2541,5.566,5.5655,5.5591,5.5664,6.0511,5.7554,9.662001,5.5651
2381,9.6265,5.5638,10.8224,9.0605,5.5699,5.5567,7.5312,10.1045,5.5642,5.5602
2382,5.5658,5.55,5.5666,5.5699,9.3887,9.2731,8.785399,5.5762,5.59,16.0453
2383,10.0677,10.0949,11.0311,5.5635,5.5676,5.7843,5.5673,9.8252,8.828501,5.5728
2384,5.9787,5.5636,5.55,10.2251,5.561,6.793,5.5798,6.1499,5.55,8.124001
2385,5.5599,10.9505,5.5864,5.55,9.401,10.2966,9.4634,6.5939,5.5693,5.559
2386,16.987,5.5649,9.4211,5.5812,5.5642,5.5757,5.5586,9.519799,9.9302,5.55
2387,5.6062,5.5855,5.55,11.0688,5.7529,9.740601,5.5816,5.55,5.5583,9.4281
2388,8.8348,10.2793,5.8075,6.3912,9.461301,5.5609,9.18,5.6629,5.9802,5.8704
2389,5.6699,5.558,9.7703,6.0192,6.1421,5.55,5.5734,10.0195,9.6393,6.511
2390,5.5774,5.5652,5.5576,10.9748,16.6891,9.5605,6.2182,5.5568,5.5613,9.2364
2391,10.3976,11.483,5.5684,5.5751,5.5721,5.5637,9.599,5.5639,10.2901,6.5475
2392,5.5576,6.5671,10.6673,10.2932,10.9902,5.5676,5.6602,8.474299,5.5561,9.3026
2393,10.1884,9.69,5.5682,5.55,5.5604,9.5588,10.2063,5.5632,5.5715,5.562
2394,5.881,5.5635,10.2236,6.2357,5.5732,5.55,5.5778,5.6456,10.1566,5.55
2395,5.562,5.5724,5.5638,9.708,9.1228,5.5636,17.9718,9.5265,6.2014,9.4936
2396,23.0765,9.017,5.5608,5.5686,5.5772,9.115001,5.5699,5.5693,6.4769,5.5654
2397,5.5705,5.5574,9.4656,5.5589,10.3978,5.55,8.1865,16.6335,9.5809,5.5748
2398,8.277599,5.7352,5.5651,9.0788,5.7514,5.5837,5.5644,5.55,5.5639,10.4832
2399,8.7666,8.959599,5.5963,19.0286,5.5836,9.3251,5.5688,11.0117,5.5792,5.7064
2400,10.3791,5.5654,10.3112,5.5881,10.345,5.5606,8.895,5.5601,9.7499,5.5601
2401,6.3132,5.5681,5.5567,9.5084,5.557,5.5704,5.5711,5.563,5.5756,10.0172
2402,10.0919,10.1319,5.5763,10.5673,5.5656,9.4715,5.5642,9.692201,10.676,5.5647
2403,5.5889,5.5661,9.7054,5.5799,9.2369,5.5694,9.2318,5.5676,5.5672,5.5638
2404,9.2756,5.5698,5.5599,9.8993,6.2233,5.5739,5.5713,5.5748,6.4399,20.914
2405,5.5616,9.5226,5.559,5.8062,6.1838,8.9151,5.572,10.6739,9.411901,5.565
2406,5.5642,6.3496,9.982201,5.856,9.1126,5.5682,10.0572,5.77,6.0367,8.2091
2407,9.4123,10.0533,5.5607,9.8196,5.55,5.562,5.5785,9.9187,5.782,5.5598
2408,5.7606,6.2916,9.9887,5.5804,5.5994,8.6987,5.5883,5.5602,9.4564,10.5889
2409,5.577,5.5649,5.5687,9.8042,8.6722,5.9615,8.991699,6.5928,5.5624,5.5626
2410,9.5057,10.3657,5.5627,5.5679,5.5631,5.5768,5.5559,9.646399,5.5705,9.6577
2411,5.5672,5.5562,9.4251,5.5666,5.5758,10.033,5.5902,5.5632,10.0997,5.55
2412,5.5611,5.5679,5.5655,9.0791,9.0229,6.17,9.617,5.55,5.6446,5.5619
2413,9.597,9.5994,5.5622,6.1393,5.55,9.4208,5.5756,10.4496,9.5496,9.3455
2414,5.5648,5.5565,8.833,5.8766,5.5754,5.55,5.5608,5.6609,5.5644,5.5596
2415,6.122,5.5658,5.5633,10.6377,9.3842,5.5716,8.6544,16.6129,5.8314,5.5565
2416,8.088,9.8185,5.5586,5.5668,6.7888,9.6973,5.5881,5.574,9.391601,9.4115
